id, type, gender, skin tone, count, accessories
6000, Human, Female, Light, 4, Straight Hair Dark / Purple Lipstick / Nerd Glasses / Mole
6001, Human, Female, Medium, 4, Red Mohawk / Purple Lipstick / Cigarette / Gold Chain
6002, Human, Male, Light, 4, Top Hat / Big Beard / Medical Mask / Mole
6003, Human, Female, Albino, 2, Crazy Hair / Big Shades
6004, Human, Female, Dark, 3, Hoodie / Black Lipstick / Pipe
6005, Human, Male, Light, 3, Do-rag / Classic Shades / Gold Chain
6006, Human, Female, Light, 3, Knitted Cap / Frown / Big Shades
6007, Human, Male, Light, 3, Mohawk / Nerd Glasses / Luxurious Beard
6008, Human, Male, Albino, 2, Hoodie / Front Beard Dark
6009, Human, Male, Albino, 2, Mohawk / Smile
6010, Human, Female, Medium, 3, Straight Hair Blonde / Purple Lipstick / Small Shades
6011, Human, Male, Dark, 4, Bandana / Blue Eye Shadow / Goat / Silver Chain
6012, Human, Male, Albino, 3, Messy Hair / Small Shades / Muttonchops
6013, Human, Male, Albino, 2, Orange Side / Earring
6014, Human, Female, Light, 3, Tassle Hat / Cigarette / Clown Nose
6015, Human, Female, Light, 2, Blue Eye Shadow / Mole
6016, Human, Female, Medium, 3, Dark Hair / Purple Lipstick / Welding Goggles
6017, Human, Female, Medium, 1, Police Cap
6018, Human, Female, Dark, 4, Mohawk Thin / Black Lipstick / Green Eye Shadow / Cigarette
6019, Human, Male, Light, 2, Cap / Classic Shades
6020, Human, Female, Medium, 2, Mohawk Dark / Eye Patch
6021, Human, Non-Binary (???), Dark, 3, Knitted Cap / Purple Lipstick / Purple Eye Shadow
6022, Human, Female, Medium, 3, Blonde Bob / Horned Rim Glasses / Mole
6023, Human, Male, Light, 3, Do-rag / Big Shades / Front Beard Dark
6024, Human, Female, Light, 3, Messy Hair / Black Lipstick / Green Eye Shadow
6025, Human, Male, Dark, 3, Cap Forward / Big Beard / Earring
6026, Human, Female, Dark, 2, Hoodie / Choker
6027, Human, Male, Light, 3, Mohawk Dark / VR / Chinstrap
6028, Human, Male, Light, 3, Mohawk / Smile / Chinstrap
6029, Human, Female, Light, 3, Straight Hair Blonde / Eye Patch / Rosy Cheeks
6030, Human, Non-Binary (???), Medium, 4, Knitted Cap / Mustache / Cigarette / Earring
6031, Human, Female, Medium, 4, Mohawk / Blue Eye Shadow / Cigarette / Earring
6032, Human, Female, Medium, 2, Shaved Head / Purple Lipstick
6033, Human, Male, Light, 3, Crazy Hair / Normal Beard Black / Earring
6034, Human, Male, Albino, 2, Fedora / VR
6035, Human, Female, Albino, 3, Tassle Hat / Clown Eyes Blue / Medical Mask
6036, Human, Male, Light, 4, Mohawk Dark / Big Shades / Muttonchops / Earring
6037, Human, Female, Dark, 3, Pink With Hat / Green Eye Shadow / Clown Nose
6038, Human, Male, Dark, 3, Mohawk / Silver Chain / Earring
6039, Human, Male, Medium, 3, Vampire Hair / Horned Rim Glasses / Big Beard
6040, Human, Female, Medium, 3, Fedora / Big Shades / Earring
6041, Human, Female, Medium, 3, Hoodie / Cigarette / Silver Chain
6042, Human, Male, Albino, 2, Clown Hair Green / Earring
6043, Human, Female, Albino, 3, Dark Hair / Earring / Clown Nose
6044, Human, Female, Light, 2, Clown Hair Green / Regular Shades
6045, Human, Female, Medium, 3, Headband / Smile / Earring
6046, Human, Male, Light, 3, Fedora / Horned Rim Glasses / Muttonchops
6047, Human, Male, Dark, 2, Clown Hair Green / Vape
6048, Human, Female, Albino, 2, Hoodie / VR
6049, Human, Male, Dark, 3, Mohawk / Smile / Small Shades
6050, Human, Male, Medium, 3, Cap / Regular Shades / Vape
6051, Human, Female, Medium, 2, Headband / Frown
6052, Human, Male, Medium, 3, Police Cap / Nerd Glasses / Front Beard Dark
6053, Human, Male, Albino, 5, Shaved Head / Muttonchops / Cigarette / Gold Chain / Earring
6054, Human, Female, Light, 3, Blonde Short / Horned Rim Glasses / Earring
6055, Human, Female, Medium, 3, Bandana / Hot Lipstick / Classic Shades
6056, Human, Female, Medium, 2, Hoodie / Cigarette
6057, Human, Male, Medium, 3, Mohawk Dark / Nerd Glasses / Normal Beard Black
6058, Human, Male, Dark, 3, Cap Forward / Classic Shades / Muttonchops
6059, Human, Male, Dark, 4, Purple Hair / Eye Patch / Goat / Cigarette
6060, Human, Female, Dark, 2, Hot Lipstick / Clown Eyes Green
6061, Human, Female, Dark, 3, Wild White Hair / Hot Lipstick / Regular Shades
6062, Human, Female, Medium, 3, Mohawk Dark / Eye Patch / Earring
6063, Human, Female, Light, 3, Police Cap / Horned Rim Glasses / Silver Chain
6064, Human, Female, Dark, 3, Cap / Black Lipstick / Blue Eye Shadow
6065, Human, Male, Dark, 3, Headband / Smile / Earring
6066, Human, Male, Albino, 2, Frumpy Hair / Luxurious Beard
6067, Human, Female, Medium, 2, Cap Forward / Clown Eyes Blue
6068, Human, Male, Medium, 3, Knitted Cap / Big Shades / Normal Beard
6069, Human, Male, Light, 3, Beanie / Pipe / Earring
6070, Human, Male, Light, 4, Do-rag / Shadow Beard / Medical Mask / Earring
6071, Human, Female, Medium, 2, Peak Spike / Big Shades
6072, Human, Female, Medium, 3, Headband / Frown / Purple Eye Shadow
6073, Human, Male, Light, 2, Fedora / VR
6074, Human, Female, Medium, 4, Red Mohawk / Purple Lipstick / Regular Shades / Vape
6075, Human, Male, Medium, 3, Fedora / Earring / Clown Nose
6076, Human, Female, Medium, 4, Dark Hair / Purple Lipstick / Classic Shades / Pipe
6077, Human, Male, Light, 2, Top Hat / Nerd Glasses
6078, Human, Male, Dark, 3, Messy Hair / Smile / 3D Glasses
6079, Human, Female, Dark, 3, Hoodie / Black Lipstick / Clown Eyes Green
6080, Human, Female, Medium, 4, Dark Hair / Blue Eye Shadow / Pipe / Mole
6081, Human, Male, Light, 2, Mohawk Dark / Luxurious Beard
6082, Human, Male, Light, 3, Cap Forward / Regular Shades / Goat
6083, Human, Male, Light, 3, Mohawk Dark / VR / Mustache
6084, Human, Female, Medium, 4, Frumpy Hair / Purple Lipstick / Horned Rim Glasses / Earring
6085, Human, Male, Light, 3, Cap Forward / Horned Rim Glasses / Chinstrap
6086, Human, Male, Medium, 4, Do-rag / Horned Rim Glasses / Normal Beard / Earring
6087, Human, Male, Medium, 3, Headband / Classic Shades / Muttonchops
6088, Human, Male, Dark, 3, Shaved Head / Normal Beard / Pipe
6089, Human, Female, Dark, 4, Crazy Hair / Purple Lipstick / Blue Eye Shadow / Mole
6090, Human, Female, Dark, 3, Knitted Cap / Purple Lipstick / Green Eye Shadow
6091, Human, Male, Dark, 2, Normal Beard Black / Medical Mask
6092, Human, Female, Light, 2, Straight Hair / Classic Shades
6093, Human, Female, Dark, 3, Bandana / Purple Lipstick / Clown Nose
6094, Human, Female, Albino, 2, Wild Blonde / Big Shades
6095, Human, Male, Dark, 3, Crazy Hair / Classic Shades / Front Beard
6096, Human, Female, Dark, 3, Bandana / Nerd Glasses / Vape
6097, Human, Male, Light, 2, Purple Hair / Mole
6098, Human, Female, Albino, 2, Cap Forward / Earring
6099, Human, Female, Light, 3, Half Shaved / Hot Lipstick / Classic Shades
6100, Human, Female, Dark, 4, Crazy Hair / Hot Lipstick / Earring / Mole
6101, Human, Male, Medium, 2, Wild White Hair / Classic Shades
6102, Human, Female, Medium, 3, Straight Hair / Clown Eyes Blue / Medical Mask
6103, Human, Female, Dark, 2, Purple Hair / Purple Lipstick
6104, Human, Male, Dark, 3, Cap Forward / 3D Glasses / Mole
6105, Human, Male, Light, 2, Fedora / Small Shades
6106, Human, Male, Medium, 3, Stringy Hair / Eye Patch / Earring
6107, Human, Female, Albino, 3, Headband / Hot Lipstick / Clown Eyes Green
6108, Human, Female, Medium, 3, Mohawk / Clown Eyes Blue / Vape
6109, Human, Female, Light, 4, Crazy Hair / Hot Lipstick / Clown Eyes Blue / Earring
6110, Human, Female, Light, 3, Half Shaved / Blue Eye Shadow / Gold Chain
6111, Human, Male, Dark, 2, Gold Chain / Earring
6112, Human, Male, Dark, 3, Shaved Head / Welding Goggles / Normal Beard
6113, Human, Male, Dark, 3, Crazy Hair / Classic Shades / Mustache
6114, Human, Male, Dark, 4, Mohawk Dark / VR / Silver Chain / Mole
6115, Human, Female, Dark, 4, Mohawk Thin / Horned Rim Glasses / Pipe / Gold Chain
6116, Human, Male, Light, 2, Vampire Hair / VR
6117, Human, Female, Light, 2, Straight Hair / VR
6118, Human, Male, Medium, 2, Messy Hair / Big Beard
6119, Human, Male, Dark, 4, Headband / Small Shades / Normal Beard Black / Rosy Cheeks
6120, Human, Female, Medium, 3, Straight Hair / Purple Lipstick / Mole
6121, Human, Female, Light, 2, Purple Hair / Nerd Glasses
6122, Zombie, ???, , 4, Orange Side / Eye Patch / Shadow Beard / Cigarette
6123, Human, Female, Dark, 2, Bandana / Rosy Cheeks
6124, Human, Female, Light, 3, Wild Blonde / Medical Mask / Silver Chain
6125, Human, Female, Medium, 4, Red Mohawk / Hot Lipstick / VR / Mole
6126, Human, Female, Medium, 3, Stringy Hair / Medical Mask / Earring
6127, Human, Female, Dark, 2, Straight Hair / VR
6128, Human, Male, Dark, 4, Cap Forward / VR / Chinstrap / Earring
6129, Human, Female, Dark, 3, Wild White Hair / VR / Cigarette
6130, Human, Male, Medium, 4, Knitted Cap / Normal Beard Black / Cigarette / Earring
6131, Human, Female, Light, 5, Mohawk Thin / Black Lipstick / Clown Eyes Blue / Vape / Earring
6132, Human, Non-Binary (???), Dark, 3, Pilot Helmet / Front Beard / Medical Mask
6133, Human, Male, Medium, 2, Front Beard Dark / Earring
6134, Human, Male, Medium, 3, Hoodie / Eye Patch / Mustache
6135, Human, Male, Albino, 2, Stringy Hair / Chinstrap
6136, Human, Female, Light, 3, Vampire Hair / Purple Lipstick / Nerd Glasses
6137, Human, Male, Albino, 3, Red Mohawk / Clown Eyes Green / Mole
6138, Human, Female, Medium, 2, Wild White Hair / Nerd Glasses
6139, Human, Female, Medium, 3, Clown Hair Green / Classic Shades / Cigarette
6140, Human, Female, Light, 3, Frumpy Hair / Purple Lipstick / Clown Eyes Blue
6141, Human, Female, Medium, 4, Messy Hair / Hot Lipstick / Clown Eyes Green / Cigarette
6142, Human, Female, Albino, 2, Fedora / Nerd Glasses
6143, Human, Female, Light, 4, Bandana / Green Eye Shadow / Cigarette / Earring
6144, Human, Female, Light, 3, Straight Hair / Purple Lipstick / Clown Nose
6145, Human, Female, Medium, 4, Bandana / Purple Lipstick / Silver Chain / Earring
6146, Human, Male, Dark, 5, Headband / Buck Teeth / Eye Patch / Cigarette / Earring
6147, Human, Female, Medium, 4, Half Shaved / Horned Rim Glasses / Earring / Clown Nose
6148, Human, Male, Light, 3, Headband / Normal Beard / Medical Mask
6149, Human, Male, Light, 3, Bandana / VR / Shadow Beard
6150, Human, Male, Dark, 3, Headband / Classic Shades / Shadow Beard
6151, Human, Female, Medium, 5, Knitted Cap / Clown Eyes Blue / Choker / Earring / Rosy Cheeks
6152, Human, Male, Light, 3, Wild Hair / Horned Rim Glasses / Normal Beard Black
6153, Human, Male, Medium, 2, Cigarette / Mole
6154, Human, Male, Light, 4, Wild Hair / Smile / Welding Goggles / Luxurious Beard
6155, Human, Non-Binary (???), Light, 3, Top Hat / Horned Rim Glasses / Muttonchops
6156, Human, Female, Medium, 1, Top Hat
6157, Human, Male, Light, 2, Normal Beard / Earring
6158, Human, Female, Medium, 2, Black Lipstick / Green Eye Shadow
6159, Human, Female, Dark, 4, Red Mohawk / Hot Lipstick / Cigarette / Earring
6160, Human, Female, Medium, 4, Cap Forward / Smile / Clown Eyes Green / Earring
6161, Human, Male, Light, 3, Vampire Hair / Clown Eyes Blue / Handlebars
6162, Human, Female, Albino, 3, Fedora / Black Lipstick / Blue Eye Shadow
6163, Human, Male, Dark, 3, Knitted Cap / Eye Mask / Normal Beard
6164, Zombie, ???, , 2, Shaved Head / Nerd Glasses
6165, Human, Female, Medium, 4, Tiara / Buck Teeth / Clown Eyes Green / Vape
6166, Human, Male, Medium, 4, Messy Hair / Eye Mask / Cigarette / Mole
6167, Human, Female, Light, 3, Stringy Hair / Hot Lipstick / 3D Glasses
6168, Human, Female, Dark, 2, Vampire Hair / Earring
6169, Human, Male, Light, 3, Messy Hair / Muttonchops / Cigarette
6170, Human, Male, Medium, 2, Tassle Hat / Big Shades
6171, Human, Male, Dark, 4, Peak Spike / Eye Patch / Normal Beard / Earring
6172, Human, Female, Albino, 2, Half Shaved / Classic Shades
6173, Human, Female, Dark, 3, Frumpy Hair / Buck Teeth / Gold Chain
6174, Human, Male, Light, 2, Crazy Hair / Welding Goggles
