id, type, gender, skin tone, count, accessories
7000, Human, Non-Binary (???), Medium, 2, Dark Hair / Black Lipstick
7001, Human, Female, Light, 3, Tassle Hat / Black Lipstick / Regular Shades
7002, Human, Female, Dark, 3, Mohawk / Purple Lipstick / Green Eye Shadow
7003, Human, Female, Light, 2, Hoodie / Blue Eye Shadow
7004, Human, Male, Dark, 2, VR / Luxurious Beard
7005, Human, Male, Dark, 4, Mohawk / Regular Shades / Chinstrap / Silver Chain
7006, Human, Male, Light, 3, Top Hat / Regular Shades / Silver Chain
7007, Human, Male, Dark, 3, Shaved Head / Goat / Spots
7008, Human, Female, Light, 3, Mohawk Dark / Hot Lipstick / Blue Eye Shadow
7009, Human, Male, Dark, 4, Stringy Hair / Smile / Mustache / Earring
7010, Human, Female, Medium, 4, Pink With Hat / Hot Lipstick / Regular Shades / Earring
7011, Human, Male, Light, 3, Peak Spike / Cigarette / Mole
7012, Human, Male, Dark, 3, Frumpy Hair / Eye Patch / Big Beard
7013, Human, Female, Albino, 3, Wild Hair / Purple Lipstick / Vape
7014, Human, Female, Dark, 5, Tassle Hat / Black Lipstick / Blue Eye Shadow / Earring / Mole
7015, Human, Female, Light, 3, Hoodie / Clown Eyes Blue / Cigarette
7016, Human, Female, Medium, 4, Straight Hair Dark / Black Lipstick / Green Eye Shadow / Clown Nose
7017, Human, Female, Medium, 2, Do-rag / 3D Glasses
7018, Human, Male, Light, 3, Mohawk Thin / Front Beard / Pipe
7019, Human, Female, Light, 3, Pigtails / Purple Lipstick / Purple Eye Shadow
7020, Human, Female, Medium, 2, Blonde Bob / Clown Nose
7021, Zombie, ???, , 3, Blonde Bob / Black Lipstick / Purple Eye Shadow
7022, Human, Male, Albino, 4, Cap / Chinstrap / Vape / Choker
7023, Human, Female, Light, 3, Half Shaved / Hot Lipstick / Choker
7024, Human, Female, Dark, 4, Straight Hair / Nerd Glasses / Silver Chain / Earring
7025, Human, Female, Light, 3, Mohawk Dark / Clown Eyes Green / Cigarette
7026, Human, Male, Medium, 2, Bandana / Gold Chain
7027, Human, Female, Medium, 2, Headband / Choker
7028, Human, Female, Medium, 3, Tassle Hat / Purple Lipstick / VR
7029, Human, Female, Medium, 4, Tassle Hat / Clown Eyes Green / Medical Mask / Mole
7030, Human, Female, Albino, 2, Hoodie / Eye Mask
7031, Human, Female, Light, 3, Mohawk Dark / Nerd Glasses / Earring
7032, Human, Male, Light, 2, Messy Hair / Buck Teeth
7033, Human, Female, Light, 3, Fedora / Frown / Green Eye Shadow
7034, Human, Male, Light, 3, Fedora / Eye Mask / Earring
7035, Human, Male, Medium, 3, Bandana / Classic Shades / Pipe
7036, Human, Female, Medium, 4, Wild Blonde / Cigarette / Silver Chain / Mole
7037, Human, Female, Medium, 3, Frumpy Hair / Purple Lipstick / Vape
7038, Human, Female, Dark, 2, Do-rag / Clown Eyes Blue
7039, Human, Female, Light, 2, Straight Hair Blonde / Eye Patch
7040, Human, Female, Light, 2, Blonde Short / Buck Teeth
7041, Human, Male, Light, 2, Clown Hair Green / Front Beard Dark
7042, Human, Female, Medium, 3, Fedora / Nerd Glasses / Earring
7043, Ape, ???, , 3, Top Hat / Eye Mask / Choker
7044, Human, Male, Medium, 3, Stringy Hair / Welding Goggles / Muttonchops
7045, Human, Female, Dark, 2, Knitted Cap / Silver Chain
7046, Human, Female, Dark, 2, Headband / Silver Chain
7047, Human, Female, Light, 4, Mohawk Thin / Blue Eye Shadow / Vape / Earring
7048, Human, Female, Medium, 4, Mohawk / Hot Lipstick / Medical Mask / Earring
7049, Human, Female, Medium, 2, Black Lipstick / Big Shades
7050, Human, Male, Dark, 4, Police Cap / Horned Rim Glasses / Shadow Beard / Earring
7051, Human, Female, Medium, 2, Hoodie / Black Lipstick
7052, Human, Male, Dark, 3, Do-rag / Eye Patch / Handlebars
7053, Human, Male, Medium, 3, Do-rag / Horned Rim Glasses / Normal Beard Black
